PARTIDO,ANALFABETOS,ID_Resultado,ID_Eleccion,ID_Partido
FSLN,1133,254,1,1
FSLN,87,255,1,1
FSLN,873,256,1,1
FSLN,1177,257,1,1
FSLN,372,258,1,1
FSLN,1029,259,1,1
FSLN,460,260,1,1
FSLN,2336,261,1,1
FSLN,505,262,1,1
FSLN,2913,263,1,1
FSLN,1089,264,1,1
FSLN,1234,265,1,1
FSLN,915,266,1,1
FSLN,2948,267,1,1
FSLN,1838,268,1,1
FSLN,1606,269,1,1
FSLN,2830,270,1,1
FSLN,1523,271,1,1
FSLN,1404,272,1,1
FSLN,897,273,1,1
FSLN,2073,274,1,1
FSLN,1993,275,1,1
FSLN,2977,276,1,1
FSLN,1904,277,1,1
FSLN,426,278,1,1
FSLN,206,279,1,1
FSLN,2310,280,1,1
FSLN,500,281,1,1
FSLN,1774,282,1,1
FSLN,145,283,1,1
FSLN,2594,284,1,1
FSLN,2162,285,1,1
FSLN,2327,286,1,1
FSLN,905,287,1,1
FSLN,1514,288,1,1
FSLN,1233,289,1,1
FSLN,1336,290,1,1
FSLN,2328,291,1,1
FSLN,366,292,1,1
FSLN,1690,293,1,1
FSLN,2520,294,1,1
FSLN,2753,295,1,1
FSLN,1168,296,1,1
FSLN,1492,297,1,1
FSLN,1644,298,1,1
FSLN,2783,299,1,1
FSLN,479,300,1,1
FSLN,2226,301,1,1
FSLN,123,302,1,1
FSLN,1926,303,1,1
FSLN,577,304,1,1
FSLN,539,305,1,1
FSLN,1138,306,1,1
FSLN,1997,307,1,1
FSLN,320,308,1,1
FSLN,12,309,1,1
FSLN,2674,310,1,1
FSLN,2925,311,1,1
FSLN,2330,312,1,1
FSLN,895,313,1,1
FSLN,1604,314,1,1
FSLN,388,315,1,1
FSLN,1763,316,1,1
FSLN,623,317,1,1
FSLN,1488,318,1,1
FSLN,1201,319,1,1
FSLN,867,320,1,1
FSLN,1432,321,1,1
FSLN,903,322,1,1
FSLN,2515,323,1,1
FSLN,2334,324,1,1
FSLN,2805,325,1,1
FSLN,2504,326,1,1
FSLN,29,327,1,1
FSLN,654,328,1,1
FSLN,801,329,1,1
FSLN,1750,330,1,1
FSLN,413,331,1,1
FSLN,2589,332,1,1
FSLN,79,333,1,1
FSLN,2758,334,1,1
FSLN,2998,335,1,1
FSLN,516,336,1,1
FSLN,497,337,1,1
FSLN,781,338,1,1
FSLN,391,339,1,1
FSLN,2661,340,1,1
FSLN,1515,341,1,1
FSLN,553,342,1,1
FSLN,2703,343,1,1
FSLN,141,344,1,1
FSLN,1181,345,1,1
FSLN,1079,346,1,1
FSLN,937,347,1,1
FSLN,2484,348,1,1
FSLN,1579,349,1,1
FSLN,154,350,1,1
FSLN,1132,351,1,1
FSLN,564,352,1,1
FSLN,639,353,1,1
FSLN,2368,354,1,1
FSLN,809,355,1,1
FSLN,2458,356,1,1
FSLN,1857,357,1,1
FSLN,212,358,1,1
FSLN,2324,359,1,1
FSLN,2080,360,1,1
FSLN,1569,361,1,1
FSLN,2060,362,1,1
FSLN,228,363,1,1
FSLN,1460,364,1,1
FSLN,2365,365,1,1
FSLN,988,366,1,1
FSLN,2635,367,1,1
FSLN,1266,368,1,1
FSLN,1465,369,1,1
FSLN,3000,370,1,1
FSLN,2711,371,1,1
FSLN,2673,372,1,1
FSLN,2517,373,1,1
FSLN,359,374,1,1
FSLN,453,375,1,1
FSLN,2785,376,1,1
FSLN,2610,377,1,1
FSLN,167,378,1,1
FSLN,2725,379,1,1
FSLN,1670,380,1,1
FSLN,2850,381,1,1
FSLN,2675,382,1,1
FSLN,2056,383,1,1
PCD,2873,384,1,1
PCD,1359,385,1,1
PCD,2925,386,1,1
PCD,1097,387,1,1
PCD,1805,388,1,1
PCD,955,389,1,1
PCD,2552,390,1,1
PCD,1730,391,1,1
PCD,2859,392,1,1
PCD,284,393,1,1
PCD,2614,394,1,1
PCD,1935,395,1,1
PCD,583,396,1,1
PCD,1509,397,1,1
PCD,1607,398,1,1
PCD,2842,399,1,1
PCD,305,400,1,1
PCD,1417,401,1,1
PCD,2696,402,1,1
PCD,1970,403,1,1
PCD,1662,404,1,1
PCD,883,405,1,1
PCD,2374,406,1,1
PCD,1654,407,1,1
PCD,377,408,1,1
PCD,2522,409,1,1
PCD,947,410,1,1
PCD,2940,411,1,1
PCD,1846,412,1,1
PCD,401,413,1,1
PCD,1072,414,1,1
PCD,2604,415,1,1
PCD,544,416,1,1
PCD,1355,417,1,1
PCD,2215,418,1,1
PCD,2409,419,1,1
PCD,546,420,1,1
PCD,2692,421,1,1
PCD,2308,422,1,1
PCD,2187,423,1,1
PCD,1204,424,1,1
PCD,1443,425,1,1
PCD,143,426,1,1
PCD,2411,427,1,1
PCD,2726,428,1,1
PCD,973,429,1,1
PCD,885,430,1,1
PCD,2028,431,1,1
PCD,247,432,1,1
PCD,2049,433,1,1
PCD,995,434,1,1
PCD,250,435,1,1
PCD,463,436,1,1
PCD,1210,437,1,1
PCD,2881,438,1,1
PCD,1120,439,1,1
PCD,2311,440,1,1
PCD,673,441,1,1
PCD,927,442,1,1
PCD,1305,443,1,1
PLH,613,444,1,1
PLH,182,445,1,1
PLH,2673,446,1,1
PLH,2270,447,1,1
PLH,545,448,1,1
PLH,682,449,1,1
PLH,1238,450,1,1
PLH,1273,451,1,1
PLH,1573,452,1,1
PLH,106,453,1,1
PLH,1373,454,1,1
PLH,1973,455,1,1
PLH,2285,456,1,1
PLH,514,457,1,1
PLH,2547,458,1,1
PLH,1087,459,1,1
PLH,943,460,1,1
PLH,2669,461,1,1
PLH,1335,462,1,1
PLH,530,463,1,1
PLH,1326,464,1,1
PLH,1191,465,1,1
PLH,809,466,1,1
PLH,1184,467,1,1
PLH,2955,468,1,1
PLH,1983,469,1,1
PLH,2036,470,1,1
PLH,2316,471,1,1
PLH,1249,472,1,1
PLH,2122,473,1,1
PLH,614,474,1,1
PLH,39,475,1,1
PLH,2585,476,1,1
PLH,2875,477,1,1
PLH,663,478,1,1
PLH,1594,479,1,1
PLH,125,480,1,1
PLH,19,481,1,1
PLH,2259,482,1,1
PLH,1584,483,1,1
PLH,513,484,1,1
PLH,192,485,1,1
PLH,2624,486,1,1
PLH,483,487,1,1
PLH,500,488,1,1
PLH,673,489,1,1
PLH,2874,490,1,1
PLH,273,491,1,1
PLH,1980,492,1,1
PLH,2641,493,1,1
PLH,327,494,1,1
PLH,8,495,1,1
PLH,2180,496,1,1
PLH,1756,497,1,1
PLH,21,498,1,1
PLH,2231,499,1,1
PLH,311,500,1,1
PLH,786,501,1,1
PLH,700,502,1,1
PLH,160,503,1,1
PLH,1789,504,1,1
PLH,1866,505,1,1
PLH,1266,506,1,1
PLH,2127,507,1,1
PLH,1312,508,1,1
PLH,528,509,1,1
PLH,2301,510,1,1
PLH,1202,511,1,1
PLH,875,512,1,1
PLH,1740,513,1,1
PLH,940,514,1,1
PLH,2263,515,1,1
PLH,2480,516,1,1
PLH,2771,517,1,1
PLH,1710,518,1,1
PLH,1581,519,1,1
PLH,2503,520,1,1
PLH,641,521,1,1
PLH,2220,522,1,1
PLH,2747,523,1,1
PLH,893,524,1,1
PLH,56,525,1,1
PLH,2799,526,1,1
PLH,325,527,1,1
PLH,2948,528,1,1
PLH,763,529,1,1
PLH,2291,530,1,1
PLH,527,531,1,1
PLH,2731,532,1,1
PLH,1667,533,1,1
PLH,2717,534,1,1
PLH,213,535,1,1
PLH,1555,536,1,1
PLH,1931,537,1,1
PLH,949,538,1,1
PLH,1765,539,1,1
PLH,1971,540,1,1
PLH,2707,541,1,1
PLH,303,542,1,1
PLH,2920,543,1,1
PLH,2445,544,1,1
PLH,929,545,1,1
PLH,742,546,1,1
PLH,2108,547,1,1
PLH,2823,548,1,1
PLH,1631,549,1,1
PLH,1342,550,1,1
PLH,2009,551,1,1
PLH,2574,552,1,1
PLH,989,553,1,1
PLH,335,554,1,1
PLH,1825,555,1,1
PLH,798,556,1,1
PLH,69,557,1,1
PLH,2175,558,1,1
PLH,1310,559,1,1
PLH,1002,560,1,1
PLH,581,561,1,1
PLH,599,562,1,1
PLH,2736,563,1,1
PLH,1816,564,1,1
PLH,1057,565,1,1
PLH,876,566,1,1
PLH,367,567,1,1
PLH,2911,568,1,1
PLH,1259,569,1,1
PLH,633,570,1,1
PLH,377,571,1,1
PLH,1615,572,1,1
PLH,985,573,1,1
PLH,2150,574,1,1
PLH,958,575,1,1
PLH,2269,576,1,1
PLH,1148,577,1,1
PLH,324,578,1,1
PLH,787,579,1,1
PLH,1181,580,1,1
PLH,916,581,1,1
PLH,595,582,1,1
PLH,1294,583,1,1
PLH,2020,584,1,1
PLH,1442,585,1,1
PLH,1657,586,1,1
PLH,2930,587,1,1
PLH,488,588,1,1
PLH,521,589,1,1
PLH,1524,590,1,1
PLH,1851,591,1,1
PLH,2450,592,1,1
PLH,976,593,1,1
PLH,1654,594,1,1
PLH,280,595,1,1
PLH,1303,596,1,1
PLH,557,597,1,1
PLH,2107,598,1,1
PLH,202,599,1,1
PLH,2373,600,1,1
PLH,2453,601,1,1
PLH,68,602,1,1
PLH,932,603,1,1
PLH,2096,604,1,1
PLH,1639,605,1,1
PLH,2046,606,1,1
PLH,2609,607,1,1
PLH,934,608,1,1
PLH,624,609,1,1
PLH,1173,610,1,1
PLH,2207,611,1,1
PLH,1107,612,1,1
PLH,198,613,1,1
PLH,805,614,1,1
PLH,251,615,1,1
PLH,1100,616,1,1
PLH,114,617,1,1
PLH,448,618,1,1
PLH,348,619,1,1
PLH,1330,620,1,1
PLH,2770,621,1,1
PLH,869,622,1,1
PLH,2051,623,1,1
PLH,1269,624,1,1
PLH,1634,625,1,1
PLH,1817,626,1,1
PLH,803,627,1,1
PLH,490,628,1,1
PLH,1389,629,1,1
PLH,1893,630,1,1
PLH,503,631,1,1
PLH,1969,632,1,1
PLH,807,633,1,1
PLH,115,634,1,1
PLH,310,635,1,1
PLH,1393,636,1,1
PLH,1610,637,1,1
PLH,260,638,1,1
PLH,1423,639,1,1
PLH,2994,640,1,1
PLH,124,641,1,1
PLH,85,642,1,1
PLH,2769,643,1,1
PLH,2672,644,1,1
PLH,2730,645,1,1
PLH,306,646,1,1
PLH,913,647,1,1
PLH,884,648,1,1
PLH,2714,649,1,1
PLH,1433,650,1,1
PLH,2348,651,1,1
PLH,1671,652,1,1
PLH,707,653,1,1
PLH,185,654,1,1
PLH,598,655,1,1
PLH,2491,656,1,1
PLH,2675,657,1,1
PLH,144,658,1,1
PLH,2283,659,1,1
PLH,1226,660,1,1
PLH,458,661,1,1
PLH,2765,662,1,1
PLH,2267,663,1,1
PLH,2468,664,1,1
PLH,1780,665,1,1
PLH,1881,666,1,1
PLH,2324,667,1,1
PLH,1666,668,1,1
PLH,1943,669,1,1
PLH,1351,670,1,1
PLH,1590,671,1,1
PLH,1482,672,1,1
PLH,1579,673,1,1
PLH,1345,674,1,1
PLH,1490,675,1,1
PLH,2566,676,1,1
PLH,2069,677,1,1
PLH,2997,678,1,1
PLH,2645,679,1,1
PLH,1500,680,1,1
PLH,388,681,1,1
PLH,2098,682,1,1
PLH,1729,683,1,1
PLH,2573,684,1,1
PLH,2454,685,1,1
PLH,792,686,1,1
PLH,2094,687,1,1
PLH,226,688,1,1
PLH,2504,689,1,1
PLH,2214,690,1,1
PLH,2317,691,1,1
PLH,735,692,1,1
PLH,1923,693,1,1
PLH,1499,694,1,1
PLH,444,695,1,1
PLH,1029,696,1,1
PLH,51,697,1,1
PLH,2497,698,1,1
PLH,470,699,1,1
PLH,2939,700,1,1
PLH,2444,701,1,1
PLH,2359,702,1,1
PLH,2121,703,1,1
PLH,917,704,1,1
PLH,2465,705,1,1
PLH,2729,706,1,1
PLH,2876,707,1,1
PLH,2188,708,1,1
PLH,2637,709,1,1
PLH,369,710,1,1
PLH,2660,711,1,1
PLH,1348,712,1,1
PLH,1472,713,1,1
PLH,1595,714,1,1
PLH,1047,715,1,1
PLH,2430,716,1,1
PLH,2987,717,1,1
PLH,1528,718,1,1
PP,604,719,1,1
PP,2587,720,1,1
PP,2332,721,1,1
PP,2025,722,1,1
PP,2214,723,1,1
PP,105,724,1,1
PP,1845,725,1,1
PP,289,726,1,1
PP,81,727,1,1
PP,842,728,1,1
PP,1505,729,1,1
PP,449,730,1,1
PP,2925,731,1,1
PP,1394,732,1,1
PP,792,733,1,1
PP,2021,734,1,1
PP,1688,735,1,1
PP,1940,736,1,1
PP,473,737,1,1
PP,1331,738,1,1
PP,742,739,1,1
PP,825,740,1,1
PP,469,741,1,1
PP,2408,742,1,1
PP,790,743,1,1
PP,1026,744,1,1
PP,2776,745,1,1
PP,99,746,1,1
PP,837,747,1,1
PP,270,748,1,1
PP,1165,749,1,1
PP,1499,750,1,1
PP,1407,751,1,1
PP,952,752,1,1
PP,2358,753,1,1
PP,897,754,1,1
PP,2309,755,1,1
PP,2085,756,1,1
PP,1873,757,1,1
PP,149,758,1,1
PP,2859,759,1,1
PP,973,760,1,1
PP,2117,761,1,1
PP,658,762,1,1
PP,749,763,1,1
PP,1609,764,1,1
PP,632,765,1,1
PP,1365,766,1,1
PP,660,767,1,1
PP,647,768,1,1
PP,38,769,1,1
PP,2364,770,1,1
PP,495,771,1,1
PP,796,772,1,1
PP,1385,773,1,1
PP,545,774,1,1
PP,1055,775,1,1
PP,1653,776,1,1
PP,2076,777,1,1
PP,327,778,1,1
PP,1100,779,1,1
PP,41,780,1,1
PP,1018,781,1,1
PP,2673,782,1,1
PP,1389,783,1,1
PP,1979,784,1,1
PP,1953,785,1,1
PP,1410,786,1,1
PP,965,787,1,1
PP,2638,788,1,1
PP,721,789,1,1
PP,296,790,1,1
PP,574,791,1,1
PP,2227,792,1,1
PP,2935,793,1,1
PP,1064,794,1,1
PP,994,795,1,1
PP,2015,796,1,1
PP,1783,797,1,1
PP,349,798,1,1
PP,1788,799,1,1
PP,2820,800,1,1
PP,2296,801,1,1
PP,2485,802,1,1
PDG,1012,803,1,1
PDG,1029,804,1,1
PDG,504,805,1,1
PDG,1117,806,1,1
PDG,1217,807,1,1
PDG,1147,808,1,1
PDG,2749,809,1,1
PDG,66,810,1,1
PDG,456,811,1,1
PDG,298,812,1,1
PDG,2025,813,1,1
PDG,1103,814,1,1
PDG,1128,815,1,1
PDG,111,816,1,1
PDG,388,817,1,1
PDG,1703,818,1,1
PDG,2302,819,1,1
PDG,1789,820,1,1
PDG,2238,821,1,1
PDG,360,822,1,1
PDG,1197,823,1,1
PDG,1213,824,1,1
PDG,1055,825,1,1
PDG,332,826,1,1
PDG,2373,827,1,1
PDG,227,828,1,1
PDG,1324,829,1,1
PDG,308,830,1,1
PDG,2284,831,1,1
PDG,92,832,1,1
PDG,2909,833,1,1
PDG,951,834,1,1
PDG,1122,835,1,1
PDG,2484,836,1,1
PDG,619,837,1,1
PDG,113,838,1,1
PDG,761,839,1,1
PDG,1413,840,1,1
PDG,2790,841,1,1
PDG,879,842,1,1
PDG,1649,843,1,1
PDG,2248,844,1,1
PDG,2997,845,1,1
PDG,2532,846,1,1
PDG,2249,847,1,1
PDG,1092,848,1,1
PDG,1651,849,1,1
PDG,2307,850,1,1
PDG,844,851,1,1
PDG,729,852,1,1
PDG,2358,853,1,1
PDG,2061,854,1,1
PDG,633,855,1,1
PDG,906,856,1,1
PDG,2961,857,1,1
PDG,1506,858,1,1
PDG,1609,859,1,1
PDG,53,860,1,1
PDG,538,861,1,1
PDG,475,862,1,1
PDG,2309,863,1,1
PDG,395,864,1,1
PDG,281,865,1,1
PDG,1088,866,1,1
PDG,1782,867,1,1
PDG,1565,868,1,1
PDG,853,869,1,1
PDG,1964,870,1,1
PDG,2013,871,1,1
PDG,1492,872,1,1
PDG,649,873,1,1
PDG,490,874,1,1
PDG,1956,875,1,1
PDG,2894,876,1,1
PDG,562,877,1,1
PDG,2290,878,1,1
PDG,864,879,1,1
PDG,1458,880,1,1
PDG,2863,881,1,1
PDG,1888,882,1,1
PDG,1408,883,1,1
PDG,852,884,1,1
PDG,1220,885,1,1
PDG,1610,886,1,1
PDG,1021,887,1,1
PDG,519,888,1,1
PDG,440,889,1,1
PDG,262,890,1,1
PDG,1599,891,1,1
PDG,2542,892,1,1
PDG,694,893,1,1
PDG,2075,894,1,1
PDG,2922,895,1,1
PDG,2710,896,1,1
PDG,2691,897,1,1
PDG,244,898,1,1
PDG,1613,899,1,1
PDG,1305,900,1,1
PDG,2228,901,1,1
PDG,686,902,1,1
PDG,352,903,1,1
PDG,530,904,1,1
PDG,2474,905,1,1
PDG,1857,906,1,1
PDG,354,907,1,1
PDG,1456,908,1,1
PDG,1557,909,1,1
PDG,1140,910,1,1
PDG,2834,911,1,1
PDG,135,912,1,1
PDG,2761,913,1,1
PDG,2819,914,1,1
PDG,112,915,1,1
PDG,2158,916,1,1
PDG,2155,917,1,1
PDG,2506,918,1,1
PDG,1969,919,1,1
PDG,2862,920,1,1
PDG,2633,921,1,1
PDG,2021,922,1,1
PDG,861,923,1,1
PDG,2031,924,1,1
PDG,671,925,1,1
PDG,304,926,1,1
PDG,2023,927,1,1
PDG,2278,928,1,1
PDG,2955,929,1,1
PDG,2792,930,1,1
PDG,1993,931,1,1
PDG,2008,932,1,1
PDG,624,933,1,1
PDG,2056,934,1,1
PDG,94,935,1,1
PDG,1794,936,1,1
PDG,2613,937,1,1
PDG,1780,938,1,1
PDG,1546,939,1,1
PDG,2406,940,1,1
PDG,1865,941,1,1
PDG,2281,942,1,1
PDG,2255,943,1,1
PDG,1344,944,1,1
PDG,601,945,1,1
PDG,143,946,1,1
PDG,2765,947,1,1
PDG,2145,948,1,1
PDG,1732,949,1,1
PDG,643,950,1,1
PDG,1357,951,1,1
PDG,243,952,1,1
PDG,1452,953,1,1
PDG,1096,954,1,1
PDG,450,955,1,1
PDG,2121,956,1,1
PDG,1664,957,1,1
PDG,2636,958,1,1
PDG,886,959,1,1
PDG,2835,960,1,1
PDG,2311,961,1,1
PDG,1558,962,1,1
PDG,2488,963,1,1
PDG,2260,964,1,1
PDG,2064,965,1,1
PDG,1120,966,1,1
PDG,1261,967,1,1
PDG,1240,968,1,1
PDG,385,969,1,1
PDG,2659,970,1,1
PDG,2098,971,1,1
PDG,765,972,1,1
PDG,2112,973,1,1
PDG,1602,974,1,1
PDG,985,975,1,1
PDG,586,976,1,1
PDG,1566,977,1,1
PDG,2144,978,1,1
PDG,107,979,1,1
PDG,1821,980,1,1
PDG,179,981,1,1
PDG,2921,982,1,1
PDG,2707,983,1,1
PDG,2051,984,1,1
PDG,1710,985,1,1
PDG,436,986,1,1
PDG,966,987,1,1
PDG,2448,988,1,1
PDG,1069,989,1,1
PDG,1632,990,1,1
PDG,408,991,1,1
PDG,2877,992,1,1
PDG,438,993,1,1
PDG,2038,994,1,1
PDG,2282,995,1,1
PDG,169,996,1,1
PDG,106,997,1,1
PDG,880,998,1,1
PDG,782,999,1,1
PDG,2101,1000,1,1
PDG,2103,1001,1,1
PDG,429,1002,1,1
PDG,797,1003,1,1
PDG,1463,1004,1,1
PDG,2926,1005,1,1
PDG,1901,1006,1,1
PDG,935,1007,1,1
PDG,1017,1008,1,1
PDG,884,1009,1,1
PDG,946,1010,1,1
PDG,1639,1011,1,1
PDG,2809,1012,1,1
PDG,954,1013,1,1
PDG,1255,1014,1,1
PDG,1265,1015,1,1
PDG,293,1016,1,1
PDG,1535,1017,1,1
PDG,2082,1018,1,1
PDG,2036,1019,1,1
PDG,2321,1020,1,1
PDG,2028,1021,1,1
PDG,949,1022,1,1
PDG,1072,1023,1,1
PDG,1817,1024,1,1
PDG,1635,1025,1,1
PDG,16,1026,1,1
PDG,2047,1027,1,1
PDG,933,1028,1,1
PDG,1062,1029,1,1
PDG,2244,1030,1,1
PDG,2446,1031,1,1
PDG,233,1032,1,1
PDG,2592,1033,1,1
PDG,1835,1034,1,1
PDG,1603,1035,1,1
PDG,1332,1036,1,1
PDG,921,1037,1,1
PDG,2011,1038,1,1
PDG,1275,1039,1,1
PDG,2334,1040,1,1
PDG,734,1041,1,1
PDG,2521,1042,1,1
PDG,2511,1043,1,1
PDG,705,1044,1,1
PDG,736,1045,1,1
PDG,1006,1046,1,1
PDG,391,1047,1,1
PDG,2931,1048,1,1
PDG,30,1049,1,1
PDG,2739,1050,1,1
PDG,2220,1051,1,1
PDG,758,1052,1,1
PDG,1453,1053,1,1
PDG,2295,1054,1,1
PDG,645,1055,1,1
PDG,1996,1056,1,1
PDG,1869,1057,1,1
PDG,2959,1058,1,1
PDG,587,1059,1,1
PDG,2033,1060,1,1
PDG,2817,1061,1,1
PDG,660,1062,1,1
PDG,1308,1063,1,1
PDG,1614,1064,1,1
PDG,1291,1065,1,1
PDG,709,1066,1,1
PDG,1032,1067,1,1
PDG,1102,1068,1,1
PDG,1974,1069,1,1
PDG,1018,1070,1,1
PDG,2343,1071,1,1
